Region	Population
38013	2,115
38015	95,626
38017	181,923
38019	3,762
38021	4,872
38023	2,264
38025	4,424
38027	2,287
38029	3,241
38031	3,210
38033	1,761
38035	69,451
38037	2,274
38039	2,231
38041	2,499
38043	2,480
38045	4,046
38047	1,850
38049	5,745
38051	2,497
38053	15,024
38055	9,450
38057	8,187
38059	31,364
38061	10,545
38063	2,879
38065	1,959
38067	6,801
38069	3,975
38071	11,519
38073	5,218
38075	2,327
38077	16,177
38079	14,176
38081	3,898
38083	1,315
38085	4,230
38087	750
38089	31,489
38091	1,890
38093	20,704
38095	2,189
38097	8,036
38099	10,641
38101	67,641
38103	3,834
38105	37,589
39001	27,698
39003	102,351
39005	53,484
39007	97,241
39009	65,327
39011	45,656
39013	67,006
39015	43,432
39017	383,134
39019	26,914
39021	38,885
39023	134,083
39025	206,428
39027	41,968
39029	101,883
39031	36,600
39033	41,494
39035	1,235,072
39037	51,113
39039	38,087
39041	209,177
39043	74,266
39045	157,574
39047	28,525
39049	1,316,756
39051	42,126
39053	29,898
39055	93,649
39057	168,937
39059	38,875
39061	817,473
39063	75,783
39065	31,365
39067	15,040
39069	27,006
39071	43,161
39073	28,264
39075	43,960
39077	58,266
39079	32,413
39081	65,325
39083	62,322
39085	230,149
39087	59,463
39089	176,862
39091	45,672
39093	309,833
39095	428,348
39097	44,731
39099	228,683
39101	65,093
39103	179,746
39105	22,907
39107	41,172
39109	106,987
39111	13,654
39113	531,687
39115	14,508
39117	35,328
39119	86,215
39121	14,424
39123	40,525
39125	18,672
39127	36,134
39129	58,457
39131	27,772
39133	162,466
39135	40,882
39137	33,861
39139	121,154
39141	76,666
39143	58,518
39145	75,314
39147	55,178
39149	48,590
39151	370,606
39153	541,013
39155	197,974
39157	91,987
39159	58,988
39161	28,275
39163	13,085
39165	234,602
39167	59,911
39169	115,710
39171	36,692
39173	130,817
39175	21,772
40001	22,194
40003	5,702
40005	13,758
40007	5,311
40009	21,859
40011	9,429
40013	47,995
40015	28,762
40017	148,306
40019	48,111
40021	48,657
40023	14,672
40025	2,137
40027	284,014
40029	5,495
40031	120,749
40033	5,666
40035	14,142
40037	71,522
40039	29,003
40041	43,009
40043	4,891
40045	3,859
40047	61,056
40049	27,711
40051	55,834
40053	4,333
40055	5,712
40057	2,653
40059	3,688
40061	12,627
40063	13,279
40065	24,530
40067	6,002
40069	11,085
40071	43,538
40073	15,765
40075	8,708
40077	10,073
40079	49,853
40081	34,877
40083	48,011
40085	10,253
40087	40,474
40089	32,832
40091	19,596
40093	7,629
40095	16,931
40097	41,100
40099	14,073
40101	67,997
40103	11,131
40105	10,076
40107	11,993
40109	797,434
40111	38,465
40113	46,963
40115	31,127
40117	16,376
40119	81,784
40121	43,654
40123	38,284
40125	72,592
40127	11,096
40129	3,583
40131	92,459
40133	24,258
40135	41,569
40137	43,143
40139	19,983
40141	7,250
40143	651,552
40145	81,289
40147	51,527
40149	10,916
40151	8,793
40153	20,211
41001	16,124
41003	93,053
41005	418,187
41007	40,224
41009	52,354
41011	64,487
41013	24,404
41015	22,925
41017	197,692
41019	110,980
41021	1,912
41023	7,199
41025	7,393
41027	23,382
41029	220,944
41031	24,658
41033	87,487
41035	68,238
41037	7,869
41039	382,067
41041	49,962
41043	129,749
41045	30,571
41047	347,818
41049	11,603
41051	812,855
41053	86,085
41055	1,780
41057	27,036
41059	77,950
41061	26,835
41063	7,208
41065	26,682
41067	601,592
41069	1,332
41071	107,100
42001	103,009
42003	1,216,045
42005	64,735
42007	163,929
42009	47,888
42011	421,164
42013	121,829
42015	60,323
42017	628,270
42019	187,853
42021	130,192
42023	4,447
42025	64,182
42027	162,385
42029	524,989
42031	38,438
42033	79,255
42035	38,632
42037	64,964
42039	84,629
42041	253,370
42043	278,299
42045	566,747
42047	29,910
42049	269,728
42051	129,274
42053	7,247
42055	155,027
42057	14,530
42059	36,233
42061	45,144
42063	84,073
42065	43,425
42067	24,763
42069	209,674
42071	545,724
42073	85,512
42075	141,793
42077	369,318
42079	317,417
42081	113,299
42083	40,625
42085	109,424
42087	46,138
42089	170,271
42091	830,915
42093	18,230
42095	305,285
42097	90,843
42099	46,272
42101	1,584,064
42103	55,809
42105	16,526
42107	141,359
42109	40,372
42111	73,447
42113	6,066
42115	40,328
42117	40,591
42119	44,923
42121	50,668
42123	39,191
42125	206,865
42127	51,361
42129	348,899
42131	26,794
42133	449,058
44001	48,479
44003	164,292
44005	82,082
44007	638,931
44009	125,577
45001	24,527
45003	170,872
45005	8,688
45007	202,558
45009	14,066
45011	20,866
45013	192,122
45015	227,907
45017	14,553
45019	411,406
45021	57,300
45023	32,244
45025	45,650
45027	33,745
45029	37,677
45031	66,618
45033	30,479
45035	162,809
45037	27,260
45039	22,347
45041	138,293
45043	62,680
45045	523,542
45047	70,811
45049	19,222
45051	354,081
45053	30,073
45055	66,551
45057	98,012
45059	67,493
45061	16,828
45063	298,750
45065	9,463
45067	30,657
45069	26,118
45071	38,440
45073	79,546
45075	86,175
45077	126,884
45079	415,759
45081	20,473
45083	319,785
45085	106,721
45087	27,316
45089	30,368
45091	280,979
46003	2,751
46005	18,453
46007	3,365
46009	6,901
46011	35,077
46013	38,839
46015	5,297
46017	1,962
46019	10,429
46021	1,376
46023	9,292
46025	3,736
46027	14,070
46029	28,009
46031	4,086
46033	8,972
46035	19,775
46037	5,424
46039	4,351
46041	5,892
46043	2,921
46045	3,829
46047	6,713
46049	2,299
46051	7,052
46053	4,185
46055	1,899
46057	6,164
46059	3,191
46061	3,453
46063	1,298
46065	17,526
46067	7,291
46069	1,301
46071	3,344
46073	2,013
46075	903
46077	4,939
46079	12,797
46081	25,844
46083	61,128
46085	3,781
46087	5,586
46089	2,379
46091	4,935
46093	28,332
46095	2,061
46097	2,216
46099	193,134
46101	6,576
46113	14,177
46103	113,775
46105	2,865
46107	2,153
46109	10,394
46111	2,344
46115	6,376
46117	3,098
46119	1,391
46121	10,177
46123	5,441
46125	8,384
46127	15,932
46129	5,435
46135	22,814
46137	2,756
47001	76,978
47003	49,713
47005	16,160
47007	15,064
47009	133,088
47011	108,110
47013	39,842
47015	14,678
47017	27,767
47019	56,391
47021	40,667
47023	17,297
47025	31,959
47027	7,615
47029	36,004
47031	56,520
47033	14,230
47035	60,520
47037	694,144
47039	11,663
47041	20,490
47043	53,948
47045	37,159
47047	41,133
47049	18,523
47051	42,208
47053	49,133
47055	29,464
47057	23,320
47059	69,069
47061	13,427
47063	64,934
47065	367,804
47067	6,620
47069	25,050
47071	25,652
47073	56,786
47075	17,304
47077	28,117
47079	32,345
47081	25,178
47083	8,201
47085	18,582
47087	11,786
47089	54,495
47091	17,788
47093	470,313
47095	7,016
47097	25,633
47099	44,142
47101	12,268
47103	34,366
47105	54,068
47107	53,794
47109	25,694
47111	24,602
47113	97,984
47115	28,907
47117	34,375
47119	96,387
47121	12,422
47123	46,545
47125	208,993
47127	6,488
47129	21,403
47131	30,069
47133	22,241
47135	8,076
47137	5,048
47139	16,832
47141	80,245
47143	33,167
47145	53,382
47147	71,813
47149	332,285
47151	22,068
47153	15,026
47155	98,250
47157	937,166
47159	20,157
47161	13,715
47163	158,348
47165	191,283
47167	61,599
47169	11,284
47171	17,883
47173	19,972
47175	5,872
47177	41,277
47179	129,375
47181	16,673
47183	33,328
47185	27,345
47187	238,412
47189	144,657
48001	57,735
48003	18,705
48005	86,715
48007	23,510
48009	8,553
48011	1,887
48013	51,153
48015	30,032
48017	7,000
48019	23,112
48021	88,723
48023	3,509
48025	32,565
48027	362,924
48029	2,003,554
48031	11,931
48033	654
48035	18,685
48037	93,245
48039	374,264
48041	229,211
48043	9,203
48045	1,546
48047	7,093
48049	37,864
48051	18,443
48053	48,155
48055	43,664
48057	21,290
48059	13,943
48061	423,163
48063	13,094
48065	5,926
48067	30,026
48069	7,530
48071	43,837
48073	52,646
48075	7,306
48077	10,471
48079	2,853
48081	3,387
48083	8,175
48085	1,034,730
48087	2,920
48089	21,493
48091	156,209
48093	13,635
48095	2,726
48097	41,257
48099	75,951
48101	1,398
48103	4,797
48105	3,464
48107	5,737
48109	2,171
48111	7,287
48113	2,635,516
48115	12,728
48117	18,546
48119	5,331
48121	887,207
48123	20,160
48125	2,211
48127	10,124
48129	3,278
48131	11,157
48133	18,360
48135	166,223
48137	1,932
48139	184,826
48141	839,238
48143	42,698
48145	17,297
48147	35,514
48149	25,346
48151	3,830
48153	5,712
48155	1,155
48157	811,688
48159	10,725
48161	19,717
48163	20,306
48165	21,492
48167	342,139
48169	6,229
48171	26,988
48173	1,409
48175	7,658
48177	20,837
48179	21,886
48181	136,212
48183	123,945
48185	28,880
48187	166,847
48189	33,406
48191	2,964
48193	8,461
48195	5,399
48197	3,933
48199	57,602
48201	4,713,325
48203	66,553
48205	5,576
48207	5,658
48209	230,191
48211	3,819
48213	82,737
48215	868,707
48217	36,649
48219	23,021
48221	61,643
48223	37,084
48225	22,968
48227	36,664
48229	4,886
48231	98,594
48233	20,938
48235	1,536
48237	8,935
48239	14,760
48241	35,529
48243	2,274
48245	251,565
48247	5,200
48249	40,482
48251	175,817
48253	20,083
48255	15,601
48257	136,154
48259	47,431
48261	404
48263	762
48265	52,600
48267	4,337
48269	272
48271	3,667
48273	30,680
48275	3,664
48277	49,859
48279	12,893
48281	21,428
48283	7,520
48285	20,154
48287	17,239
48289	17,404
48291	88,219
48293	23,437
48295	3,233
48297	12,207
48299	21,795
48301	169
48303	310,569
48305	5,951
48307	7,984
48309	256,623
48311	743
48313	14,284
48315	9,854
48317	5,771
48319	4,274
48321	36,643
48323	58,722
48325	51,584
48327	2,138
48329	176,832
48331	24,823
48333	4,873
48335	8,545
48337	19,818
48339	607,391
48341	20,940
48343	12,388
48345	1,200
48347	65,204
48349	50,113
48351	13,595
48353	14,714
48355	362,294
48357	9,836
48359	2,112
48361	83,396
48363	29,189
48365	23,194
48367	142,878
48369	9,605
48371	15,823
48373	51,353
48375	117,415
48377	6,704
48379	12,514
48381	137,713
48383	3,849
48385	3,452
48387	12,023
48389	15,976
48391	6,948
48393	854
48395	17,074
48397	104,915
48399	10,264
48401	54,406
48403	10,542
48405	8,237
48407	28,859
48409	66,730
48411	6,055
48413	2,793
48415	16,703
48417	3,265
48419	25,274
48421	3,022
48423	232,751
48425	9,128
48427	64,633
48429	9,366
48431	1,291
48433	1,350
48435	3,776
48437	7,397
48439	2,102,515
48441	138,034
48443	776
48445	12,337
48447	1,501
48449	32,750
48451	119,200
48453	1,273,954
48455	14,651
48457	21,672
48459	41,753
48461	3,657
48463	26,741
48465	49,025
48467	56,590
48469	92,084
48471	72,971
48473	55,246
48475	11,998
48477	35,882
48479	276,652
48481	41,556
48483	5,056
48485	132,230
48487	12,769
48489	21,358
48491	590,551
48493	51,070
48495	8,010
48497	69,984
48499	45,539
48501	8,713
48503	18,010
48505	14,179
48507	11,840
49001	6,710
49003	56,046
49005	128,289
49007	20,463
49009	950
49011	355,481
49013	19,938
49015	10,012
49017	5,051
49019	9,754
49021	54,839
49023	12,017
49025	7,886
49027	13,188
49029	12,124
49031	1,479
49033	2,483
49035	1,160,437
49037	15,308
49039	30,939
49041	21,620
49043	42,145
49045	72,259
49047	35,734
49049	636,235
49051	34,091
49053	177,556
49055	2,711
49057	260,213
50001	36,777
50003	35,470
50005	29,993
50007	163,774
50009	6,163
50011	49,402
50013	7,235
50015	25,362
50017	28,892
50019	27,037
50021	58,191
50023	58,409
50025	42,222
50027	55,062
51001	32,316
51003	109,330
51005	14,860
51007	13,145
51009	31,605
51011	15,911
51013	236,842
51015	75,558
51017	4,147
51019	68,676
51021	6,280
51023	33,419
51025	16,231
51027	21,004
51029	17,148
51031	54,885
51033	30,725
51035	29,791
51036	6,963
51037	11,880
51041	352,802
51043	14,619
51045	5,131
51047	52,605
51049	9,932
51051	14,318
51053	28,544
51057	10,953
51059	1,147,532
51061	71,222
51063	15,749
51065	27,270
51067	56,042
51069	89,313
51071	16,720
51073	37,348
51075	23,753
51077	15,550
51079	19,819
51081	11,336
51083	33,911
51085	107,766
51087	330,818
51089	50,557
51091	2,190
51093	37,109
51095	76,523
51097	7,025
51099	26,836
51101	17,148
51103	10,603
51105	23,423
51107	413,538
51109	37,591
51111	12,196
51113	13,261
51115	8,834
51117	30,587
51119	10,582
51121	98,535
51125	14,930
51127	23,091
51131	11,710
51133	12,095
51135	15,232
51137	37,051
51139	23,902
51141	17,608
51143	60,354
51145	29,652
51147	22,802
51149	38,353
51153	470,335
51155	34,027
51157	7,370
51159	9,023
51161	94,186
51163	22,573
51165	81,948
51167	26,586
51169	21,566
51171	43,616
51173	30,104
51175	17,631
51177	136,215
51179	152,882
51181	6,422
51183	11,159
51185	40,595
51187	40,164
51191	53,740
51193	18,015
51195	37,383
51197	28,684
51199	68,280
51510	159,428
51515	6,222
51520	16,762
51530	6,478
51540	47,266
51550	244,835
51570	17,370
51580	5,538
51590	40,044
51595	5,346
51600	24,019
51610	14,617
51620	7,967
51630	29,036
51640	6,347
51650	134,510
51660	53,016
51670	22,529
51678	7,446
51680	82,168
51683	41,085
51685	17,478
51690	12,554
51700	179,225
51710	242,742
51720	3,981
51730	31,346
51735	12,271
51740	94,398
51750	18,249
51760	230,436
51770	99,143
51775	25,301
51790	24,932
51800	92,108
51810	449,974
51820	22,630
51830	14,954
51840	28,078
53001	19,983
53003	22,582
53005	204,390
53007	77,200
53009	77,331
53011	488,241
53013	3,985
53015	110,593
53017	43,429
53019	7,627
53021	95,222
53023	2,225
53025	97,733
53027	75,061
53029	85,141
53031	32,221
53033	2,252,782
53035	271,473
53037	47,935
53039	22,425
53041	80,707
53043	10,939
53045	66,768
53047	42,243
53049	22,471
53051	13,724
53053	904,980
53055	17,582
53057	129,205
53059	12,083
53061	822,083
53063	522,798
53065	45,723
53067	290,536
53069	4,488
53071	60,760
53073	229,247
53075	50,104
53077	250,873
54001	16,441
54003	119,171
54005	21,457
54007	13,957
54009	21,939
54011	91,945
54013	7,109
54015	8,508
54017	8,448
54019	42,406
54021	7,823
54023	11,568
54025	34,662
54027	23,175
54029	28,810
54031	13,776
54033	67,256
54035	28,576
54037	57,146
54039	178,124
54041	15,907
54043	20,409
54045	32,019
54047	17,624
54049	56,072
54051	30,531
54053	26,516
54055	58,758
54057	26,868
54059	23,424
54061	105,612
54063	13,275
54065	17,884
54067	24,496
54069	41,411
54071	6,969
54073	7,460
54075	8,247
54077	33,432
54079	56,450
54081	73,361
54083	28,695
54085	9,554
54087	13,688
54089	12,573
54091	16,695
54093	6,839
54095	8,591
54097	24,176
54099	39,402
54101	8,114
54103	15,065
54105	5,821
54107	83,518
54109	20,394
55001	20,220
55003	15,562
55005	45,244
55007	15,036
55009	264,542
55011	13,031
55013	15,414
55015	50,089
55017	64,658
55019	34,774
55021	57,532
55023	16,131
55025	546,695
55027	87,839
55029	27,668
55031	43,150
55033	45,368
55035	104,646
55037	4,295
55039	103,403
55041	9,004
55043	51,439
55045	36,960
55047	18,913
55049	23,678
55051	5,687
55053	20,643
55055	84,769
55057	26,687
55059	169,561
55061	20,434
55063	118,016
55065	16,665
55067	19,189
55069	27,593
55071	78,981
55073	135,692
55075	40,350
55077	15,574
55078	4,556
55079	945,726
55081	46,253
55083	37,930
55085	35,595
55087	187,885
55089	89,221
55091	7,287
55093	42,754
55095	43,783
55097	70,772
55099	13,351
55101	196,311
55103	17,252
55105	163,354
55107	14,178
55109	90,687
55111	64,442
55113	16,558
55115	40,899
55117	115,340
55119	20,343
55121	29,649
55123	30,822
55125	22,195
55127	103,868
55129	15,720
55131	136,034
55133	404,198
55135	50,990
55137	24,443
55139	171,907
55141	72,999
56001	38,880
56003	11,790
56005	46,341
56007	14,800
56009	13,822
56011	7,584
56013	39,261
56015	13,211
56017	4,413
56019	8,445
56021	99,500
56023	19,830
56025	79,858
56027	2,356
56029	29,194
56031	8,393
56033	30,485
56035	9,831
56037	42,343
56039	23,464
56041	20,226
56043	7,805
56045	6,927
